locus_tag	ftype	gene	EC_number	product
BEEMGMKP_00001	CDS	hypothetical protein
BEEMGMKP_00002	CDS	hypothetical protein
BEEMGMKP_00003	CDS	gloC_1	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
BEEMGMKP_00004	CDS	hypothetical protein
BEEMGMKP_00005	CDS	hypothetical protein
BEEMGMKP_00006	CDS	hypothetical protein
BEEMGMKP_00007	CDS	hypothetical protein
BEEMGMKP_00008	CDS	hypothetical protein
BEEMGMKP_00009	CDS	immR_1	HTH-type transcriptional regulator ImmR
BEEMGMKP_00010	CDS	mobA_1	Mobilization protein A
BEEMGMKP_00011	CDS	dnaG_1	2.7.7.-	DNA primase
BEEMGMKP_00012	CDS	hypothetical protein
BEEMGMKP_00013	CDS	hypothetical protein
BEEMGMKP_00014	CDS	hypothetical protein
BEEMGMKP_00015	CDS	hypothetical protein
BEEMGMKP_00016	CDS	hypothetical protein
BEEMGMKP_00017	CDS	hypothetical protein
BEEMGMKP_00018	CDS	iap_1	3.4.-.-	putative endopeptidase p60
BEEMGMKP_00019	CDS	hypothetical protein
BEEMGMKP_00020	CDS	hypothetical protein
BEEMGMKP_00021	CDS	epsJ_1	2.4.-.-	putative glycosyltransferase EpsJ
BEEMGMKP_00022	CDS	topB_1	5.99.1.2	DNA topoisomerase 3
BEEMGMKP_00023	CDS	hypothetical protein
BEEMGMKP_00024	CDS	citS	2.7.13.3	Sensor protein CitS
BEEMGMKP_00025	CDS	hypothetical protein
BEEMGMKP_00026	CDS	hypothetical protein
BEEMGMKP_00027	CDS	hypothetical protein
BEEMGMKP_00028	CDS	yxdL_1	ABC transporter ATP-binding protein YxdL
BEEMGMKP_00029	CDS	hypothetical protein
BEEMGMKP_00030	CDS	hypothetical protein
BEEMGMKP_00031	CDS	hypothetical protein
BEEMGMKP_00032	CDS	arlR	Response regulator ArlR
BEEMGMKP_00033	CDS	hypothetical protein
BEEMGMKP_00034	CDS	3.1.1.23	Monoacylglycerol lipase
BEEMGMKP_00035	CDS	abh	Putative transition state regulator Abh
BEEMGMKP_00036	CDS	hypothetical protein
BEEMGMKP_00037	CDS	epsH	2.4.-.-	Putative glycosyltransferase EpsH
BEEMGMKP_00038	CDS	recQ	3.6.4.12	ATP-dependent DNA helicase RecQ
BEEMGMKP_00039	CDS	nrdG_1	1.97.1.-	Anaerobic ribonucleoside-triphosphate reductase-activating protein
BEEMGMKP_00040	CDS	nrdD_1	1.17.4.2	Anaerobic ribonucleoside-triphosphate reductase
BEEMGMKP_00041	CDS	hypothetical protein
BEEMGMKP_00042	CDS	hypothetical protein
BEEMGMKP_00043	CDS	hypothetical protein
BEEMGMKP_00044	CDS	hypothetical protein
BEEMGMKP_00045	CDS	dnaC_1	DNA replication protein DnaC
BEEMGMKP_00046	CDS	hypothetical protein
BEEMGMKP_00047	CDS	hypothetical protein
BEEMGMKP_00048	CDS	hypothetical protein
BEEMGMKP_00049	CDS	yafQ	3.1.-.-	mRNA interferase YafQ
BEEMGMKP_00050	CDS	mobA_2	Mobilization protein A
BEEMGMKP_00051	CDS	hypothetical protein
BEEMGMKP_00052	CDS	hypothetical protein
BEEMGMKP_00053	CDS	hypothetical protein
BEEMGMKP_00054	CDS	hypothetical protein
BEEMGMKP_00055	CDS	hypothetical protein
BEEMGMKP_00056	CDS	hypothetical protein
BEEMGMKP_00057	CDS	drrA	3.6.3.-	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
BEEMGMKP_00058	CDS	hypothetical protein
BEEMGMKP_00059	CDS	hypothetical protein
BEEMGMKP_00060	CDS	walK	2.7.13.3	Sensor protein kinase WalK
BEEMGMKP_00061	CDS	phoP_1	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BEEMGMKP_00062	CDS	hypothetical protein
BEEMGMKP_00063	CDS	hypothetical protein
BEEMGMKP_00064	CDS	hypothetical protein
BEEMGMKP_00065	CDS	hypothetical protein
BEEMGMKP_00066	CDS	hypothetical protein
BEEMGMKP_00067	CDS	hypothetical protein
BEEMGMKP_00068	CDS	hypothetical protein
BEEMGMKP_00069	CDS	hypothetical protein
BEEMGMKP_00070	CDS	hypothetical protein
BEEMGMKP_00071	CDS	hypothetical protein
BEEMGMKP_00072	CDS	spo0C_1	Chromosome-partitioning protein Spo0J
BEEMGMKP_00073	CDS	soj_1	3.6.-.-	Sporulation initiation inhibitor protein Soj
BEEMGMKP_00074	CDS	hypothetical protein
BEEMGMKP_00075	CDS	hypothetical protein
BEEMGMKP_00076	CDS	hypothetical protein
BEEMGMKP_00077	CDS	hypothetical protein
BEEMGMKP_00078	CDS	hypothetical protein
BEEMGMKP_00079	CDS	hypothetical protein
BEEMGMKP_00080	CDS	dauR	Transcriptional regulator DauR
BEEMGMKP_00081	CDS	ridA_1	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
BEEMGMKP_00082	CDS	hypothetical protein
BEEMGMKP_00083	CDS	hypothetical protein
BEEMGMKP_00084	CDS	fieF	Ferrous-iron efflux pump FieF
BEEMGMKP_00085	CDS	aspC	2.6.1.1	Aspartate aminotransferase
BEEMGMKP_00086	CDS	icd	1.1.1.42	Isocitrate dehydrogenase [NADP]
BEEMGMKP_00087	CDS	hypothetical protein
BEEMGMKP_00088	CDS	aroD_1	4.2.1.10	3-dehydroquinate dehydratase
BEEMGMKP_00089	CDS	hypothetical protein
BEEMGMKP_00090	CDS	topB_2	5.99.1.2	DNA topoisomerase 3
BEEMGMKP_00091	CDS	hypothetical protein
BEEMGMKP_00092	CDS	hypothetical protein
BEEMGMKP_00093	CDS	blaSE	3.4.21.19	Glutamyl endopeptidase
BEEMGMKP_00094	CDS	hypothetical protein
BEEMGMKP_00095	CDS	hypothetical protein
BEEMGMKP_00096	CDS	hypothetical protein
BEEMGMKP_00097	CDS	topB_3	5.99.1.2	DNA topoisomerase 3
BEEMGMKP_00098	CDS	hypothetical protein
BEEMGMKP_00099	CDS	hypothetical protein
BEEMGMKP_00100	CDS	hypothetical protein
BEEMGMKP_00101	CDS	hypothetical protein
BEEMGMKP_00102	CDS	hypothetical protein
BEEMGMKP_00103	CDS	hypothetical protein
BEEMGMKP_00104	CDS	hypothetical protein
BEEMGMKP_00105	CDS	hypothetical protein
BEEMGMKP_00106	CDS	hypothetical protein
BEEMGMKP_00107	CDS	hypothetical protein
BEEMGMKP_00108	CDS	hypothetical protein
BEEMGMKP_00109	CDS	sphR_1	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
BEEMGMKP_00110	CDS	phoR_1	2.7.13.3	Alkaline phosphatase synthesis sensor protein PhoR
BEEMGMKP_00111	CDS	putative ABC transporter ATP-binding protein
BEEMGMKP_00112	CDS	hypothetical protein
BEEMGMKP_00113	CDS	fliA	RNA polymerase sigma factor FliA
BEEMGMKP_00114	CDS	hypothetical protein
BEEMGMKP_00115	CDS	pinR_1	3.1.22.-	Serine recombinase PinR
BEEMGMKP_00116	CDS	yeaJ_1	2.7.7.65	Putative diguanylate cyclase YeaJ
BEEMGMKP_00117	CDS	hypothetical protein
BEEMGMKP_00118	CDS	bcrC	3.6.1.27	Undecaprenyl-diphosphatase BcrC
BEEMGMKP_00119	CDS	scrK	2.7.1.4	Fructokinase
BEEMGMKP_00120	CDS	mepA_1	Multidrug export protein MepA
BEEMGMKP_00121	CDS	rhaR	HTH-type transcriptional activator RhaR
BEEMGMKP_00122	CDS	sugC	3.6.3.-	Trehalose import ATP-binding protein SugC
BEEMGMKP_00123	CDS	gltR	HTH-type transcriptional regulator GltR
BEEMGMKP_00124	CDS	trmO	2.1.1.-	tRNA (adenine(37)-N6)-methyltransferase
BEEMGMKP_00125	CDS	hypothetical protein
BEEMGMKP_00126	CDS	lexA_1	3.4.21.88	LexA repressor
BEEMGMKP_00127	CDS	hypothetical protein
BEEMGMKP_00128	CDS	hypothetical protein
BEEMGMKP_00129	CDS	hypothetical protein
BEEMGMKP_00130	tRNA	tRNA-Val(cac)
BEEMGMKP_00131	CDS	hypothetical protein
BEEMGMKP_00132	CDS	hypothetical protein
BEEMGMKP_00133	CDS	hypothetical protein
BEEMGMKP_00134	CDS	hypothetical protein
BEEMGMKP_00135	CDS	hypothetical protein
BEEMGMKP_00136	CDS	hypothetical protein
BEEMGMKP_00137	CDS	hypothetical protein
BEEMGMKP_00138	CDS	hypothetical protein
BEEMGMKP_00139	CDS	hypothetical protein
BEEMGMKP_00140	CDS	hypothetical protein
BEEMGMKP_00141	CDS	hypothetical protein
BEEMGMKP_00142	CDS	hypothetical protein
BEEMGMKP_00143	CDS	hypothetical protein
BEEMGMKP_00144	CDS	hypothetical protein
BEEMGMKP_00145	CDS	ftsH4_1	3.4.24.-	ATP-dependent zinc metalloprotease FtsH 4
BEEMGMKP_00146	CDS	puuR	HTH-type transcriptional regulator PuuR
BEEMGMKP_00147	CDS	hypothetical protein
BEEMGMKP_00148	CDS	hypothetical protein
BEEMGMKP_00149	CDS	engB_1	GTP-binding protein EngB
BEEMGMKP_00150	CDS	hypothetical protein
BEEMGMKP_00151	CDS	hypothetical protein
BEEMGMKP_00152	CDS	hypothetical protein
BEEMGMKP_00153	CDS	tnpR_1	Transposon Tn3 resolvase
BEEMGMKP_00154	CDS	hypothetical protein
BEEMGMKP_00155	CDS	hypothetical protein
BEEMGMKP_00156	CDS	hypothetical protein
BEEMGMKP_00157	CDS	hypothetical protein
BEEMGMKP_00158	CDS	hypothetical protein
BEEMGMKP_00159	CDS	hypothetical protein
BEEMGMKP_00160	CDS	hypothetical protein
BEEMGMKP_00161	CDS	hypothetical protein
BEEMGMKP_00162	CDS	fic	2.7.7.-	Adenosine monophosphate-protein transferase SoFic
BEEMGMKP_00163	CDS	hypothetical protein
BEEMGMKP_00164	CDS	hypothetical protein
BEEMGMKP_00165	CDS	hypothetical protein
BEEMGMKP_00166	CDS	hypothetical protein
BEEMGMKP_00167	CDS	hypothetical protein
BEEMGMKP_00168	CDS	hypothetical protein
BEEMGMKP_00169	CDS	hypothetical protein
BEEMGMKP_00170	CDS	hypothetical protein
BEEMGMKP_00171	CDS	lon	3.4.21.53	Lon protease
BEEMGMKP_00172	CDS	hypothetical protein
BEEMGMKP_00173	CDS	hypothetical protein
BEEMGMKP_00174	CDS	panS	Pantothenate precursors transporter PanS
BEEMGMKP_00175	CDS	serA	1.1.1.95	D-3-phosphoglycerate dehydrogenase
BEEMGMKP_00176	CDS	serC	2.6.1.52	Phosphoserine aminotransferase
BEEMGMKP_00177	CDS	blaI	Penicillinase repressor
BEEMGMKP_00178	CDS	gltA	2.3.3.16	Citrate synthase
BEEMGMKP_00179	CDS	hypothetical protein
BEEMGMKP_00180	CDS	comEC_1	ComE operon protein 3
BEEMGMKP_00181	CDS	hypothetical protein
BEEMGMKP_00182	CDS	spoIIIE	DNA translocase SpoIIIE
BEEMGMKP_00183	CDS	tepA	Translocation-enhancing protein TepA
BEEMGMKP_00184	CDS	rex	Redox-sensing transcriptional repressor Rex
BEEMGMKP_00185	CDS	tdk	2.7.1.21	Thymidine kinase
BEEMGMKP_00186	CDS	yesO	Putative ABC transporter substrate-binding protein YesO
BEEMGMKP_00187	CDS	lacF_1	Lactose transport system permease protein LacF
BEEMGMKP_00188	CDS	araQ_1	L-arabinose transport system permease protein AraQ
BEEMGMKP_00189	CDS	soxS	Regulatory protein SoxS
BEEMGMKP_00190	CDS	pgl	3.2.1.15	Polygalacturonase
BEEMGMKP_00191	CDS	yteR	3.2.1.172	Unsaturated rhamnogalacturonyl hydrolase YteR
BEEMGMKP_00192	CDS	hypothetical protein
BEEMGMKP_00193	CDS	hypothetical protein
BEEMGMKP_00194	CDS	kstR2	HTH-type transcriptional repressor KstR2
BEEMGMKP_00195	CDS	hypothetical protein
BEEMGMKP_00196	CDS	cmk_1	2.7.4.25	Cytidylate kinase
BEEMGMKP_00197	CDS	plsC_1	2.3.1.-	1-acyl-sn-glycerol-3-phosphate acyltransferase
BEEMGMKP_00198	CDS	rpsA_1	30S ribosomal protein S1
BEEMGMKP_00199	CDS	hypothetical protein
BEEMGMKP_00200	CDS	hypothetical protein
BEEMGMKP_00201	CDS	deoC	4.1.2.4	Deoxyribose-phosphate aldolase
BEEMGMKP_00202	CDS	yeaJ_2	2.7.7.65	Putative diguanylate cyclase YeaJ
BEEMGMKP_00203	CDS	metK	2.5.1.6	S-adenosylmethionine synthase
BEEMGMKP_00204	CDS	prs	2.7.6.1	Ribose-phosphate pyrophosphokinase
BEEMGMKP_00205	CDS	hypothetical protein
BEEMGMKP_00206	CDS	putative ABC transporter ATP-binding protein
BEEMGMKP_00207	CDS	hypothetical protein
BEEMGMKP_00208	CDS	pbuG	Guanine/hypoxanthine permease PbuG
BEEMGMKP_00209	CDS	hypothetical protein
BEEMGMKP_00210	CDS	hypothetical protein
BEEMGMKP_00211	CDS	mglC_1	Galactoside transport system permease protein MglC
BEEMGMKP_00212	CDS	mglA_1	3.6.3.17	Galactose/methyl galactoside import ATP-binding protein MglA
BEEMGMKP_00213	CDS	mglB	D-galactose-binding periplasmic protein
BEEMGMKP_00214	CDS	hypothetical protein
BEEMGMKP_00215	CDS	hypothetical protein
BEEMGMKP_00216	CDS	hypothetical protein
BEEMGMKP_00217	CDS	hypothetical protein
BEEMGMKP_00218	CDS	hypothetical protein
BEEMGMKP_00219	CDS	hypothetical protein
BEEMGMKP_00220	CDS	hypothetical protein
BEEMGMKP_00221	CDS	hypothetical protein
BEEMGMKP_00222	CDS	hypothetical protein
BEEMGMKP_00223	CDS	hypothetical protein
BEEMGMKP_00224	tRNA	tRNA-His(gtg)
BEEMGMKP_00225	tRNA	tRNA-Arg(tct)
BEEMGMKP_00226	CDS	hypothetical protein
BEEMGMKP_00227	CDS	hypothetical protein
BEEMGMKP_00228	CDS	Purine-binding protein
BEEMGMKP_00229	CDS	hypothetical protein
BEEMGMKP_00230	CDS	hypothetical protein
BEEMGMKP_00231	CDS	hypothetical protein
BEEMGMKP_00232	CDS	hypothetical protein
BEEMGMKP_00233	CDS	hypothetical protein
BEEMGMKP_00234	CDS	Int-Tn_1	Transposase from transposon Tn916
BEEMGMKP_00235	CDS	hypothetical protein
BEEMGMKP_00236	CDS	wecA_1	2.7.8.40	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
BEEMGMKP_00237	CDS	pgdA	3.5.1.-	Peptidoglycan deacetylase
BEEMGMKP_00238	CDS	hypothetical protein
BEEMGMKP_00239	CDS	6.3.1.12	D-aspartate ligase
BEEMGMKP_00240	CDS	glgM	2.4.1.-	Alpha-maltose-1-phosphate synthase
BEEMGMKP_00241	CDS	hypothetical protein
BEEMGMKP_00242	CDS	hddA	2.7.1.168	D-glycero-alpha-D-manno-heptose 7-phosphate kinase
BEEMGMKP_00243	CDS	hypothetical protein
BEEMGMKP_00244	CDS	hypothetical protein
BEEMGMKP_00245	CDS	hypothetical protein
BEEMGMKP_00246	CDS	Ferredoxin-1
BEEMGMKP_00247	CDS	hypothetical protein
BEEMGMKP_00248	CDS	hypothetical protein
BEEMGMKP_00249	CDS	hypothetical protein
BEEMGMKP_00250	CDS	gmhB	3.1.3.82	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
BEEMGMKP_00251	CDS	gmhA	5.3.1.28	Phosphoheptose isomerase
BEEMGMKP_00252	CDS	glmM_1	5.4.2.10	Phosphoglucosamine mutase
BEEMGMKP_00253	CDS	hypothetical protein
BEEMGMKP_00254	CDS	hypothetical protein
BEEMGMKP_00255	CDS	hypothetical protein
BEEMGMKP_00256	CDS	hypothetical protein
BEEMGMKP_00257	CDS	hypothetical protein
BEEMGMKP_00258	CDS	hypothetical protein
BEEMGMKP_00259	CDS	hypothetical protein
BEEMGMKP_00260	CDS	hypothetical protein
BEEMGMKP_00261	CDS	ndoA_1	3.1.27.-	Endoribonuclease EndoA
BEEMGMKP_00262	CDS	hypothetical protein
BEEMGMKP_00263	tRNA	tRNA-Leu(caa)
BEEMGMKP_00264	CDS	hypothetical protein
BEEMGMKP_00265	CDS	kfoC_1	Chondroitin synthase
BEEMGMKP_00266	CDS	wbbL_1	2.4.1.-	Rhamnosyltransferase WbbL
BEEMGMKP_00267	CDS	rfbA	2.7.7.24	Glucose-1-phosphate thymidylyltransferase 1
BEEMGMKP_00268	CDS	rmlD_1	1.1.1.133	dTDP-4-dehydrorhamnose reductase
BEEMGMKP_00269	CDS	hypothetical protein
